Sex,LGA,Community,How old were you at your last birthday?,What religion do you practice?,Ethnic group:,"What is your marital status?	",What is the type of your family?,Employment status: ,What is your highest qualification obtained?,Are you aware of human trafficking before? ,"Are you aware that there is a law against the recruitment, transportation, habouring of persons for the purpose of exploiting them?",Are you aware of any girl in this community who left/ or followed another person to other locations but ended up being deceived to do sex work or other unwanted work? ,Where do you think that she was taken to?,Do you know of anyone in your community who travelled like that and was returned and now needs help to have a good means of livelihood?,Have you heard before of any campaign on issues concerning anti-trafficking?,"What media sources do you access information on issues of interest to you, such as anti-trafficking campaigns?",16. Have you heard about organizations where you can go and obtain services regarding anti-trafficking? ,Have you heard of an Agency called NAPTIP? ,Do you know of the function that the Agency performs?,Why do you think that young men and young women in this community travel abroad?
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television,No,Yes,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Student,Tertiary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television,No,Yes,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,No,No,Poverty
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television,No,Yes,No,Money
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Note Sure,No,Don't Know,No,Yes,Television,No,No,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Social Media,No,Yes,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Social Media,Yes,Yes,Yes,Unemployment
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Social Media,No,Yes,Not Sure,Money
Male,Uhunmwode,Idokpa,18-24,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Don't Know,Yes,Yes,Television,No,Yes,Yes,Unemployment
Male,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Social Media,No,No,No,Money
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Social Media,Yes,Yes,No,Money
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Yoruba,Divorced/Separated/Widowed,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Don't Know,Yes,Yes,Television;Radio;Social Media,No,Yes,Yes,Bad state of the country
Male,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Student,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,No,Yes,No,Money
Male,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Social Media;Face to Face,No,Yes,Yes,Peer pressure
Female,Uhunmwode,Idokpa,25-30,Christianity,Yoruba,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,Yes,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,Yes,No,Don't Know,Yes,No,Social Media,No,No,No,The country bad economic situation
Male,Uhunmwode,Idokpa,25-30,Christianity,Others,Single,Polygamous,Student,Tertiary Education,Yes,Yes,Don't Know,Don't Know,No,Yes,Social Media,No,Yes,Yes,To make money
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Don't Know,Yes,Yes,Television,No,Yes,Not Sure,Poverty
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Don't Know,Don't Know,No,Yes,Television;Social Media,No,No,No,Money
Female,Uhunmwode,Idokpa,25-30,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television,Yes,Yes,Yes,Bad state of the country
Female,Uhunmwode,Idokpa,25-30,Christianity,Others,Single,Polygamous,Self Employed/Business owner,Primary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television,No,No,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,No,Don't Know,Don't Know,Yes,Yes,Television,No,Yes,Yes,To change location
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television,No,No,No,Money
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Newspaper;Television,No,No,No,Poverty
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Don't Know,Yes,Yes,Television,No,Yes,Not Sure,money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Yoruba,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Outside the Country,No,No,Television,Yes,No,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Social Media,No,No,No,in search of a means of livelihood
Male,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio;Social Media,Yes,No,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Newspaper;Television,No,Yes,Not Sure,personal reasons 
Male,Uhunmwode,Idokpa,18-24,Christianity,Yoruba,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,No,No,Television,No,Yes,Not Sure,To change location
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio,No,No,Not Sure,Bad state of the country
Male,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Outside the Country,No,Yes,Social Media,No,Yes,No,Poverty
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Another State,Yes,Yes,Newspaper;Television,No,No,No,Bad state of the country
Female,Uhunmwode,Idokpa,18-24,Christianity,Yoruba,Single,Monogamous,Student,Tertiary Education,Yes,Yes,Yes,Don't Know,No,Yes,Social Media,No,No,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Newspaper;Television,No,No,Not Sure,Poverty
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Outside the Country,No,No,Newspaper;Radio,No,Yes,No,"Bad state of the country
"
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Others,Divorced/Separated/Widowed,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Don't Know,Yes,Yes,Television,Yes,Yes,Not Sure,Personal reasons
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Social Media,Yes,Yes,Yes,Bad economic condition of the country
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,No,No,No,Unemployment
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,No,No,No,No work
Female,Uhunmwode,Idokpa,25-30,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio,No,No,No,Bad government
Female,Ovia North East,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television,No,Not sure,No,Money
Male,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,Yes,Yes,Don't Know,Yes,No,Television,No,No,No,Success story of others
Male,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Social Media,No,No,No,To find work
Male,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,No,Yes,No,To make a better life for the family
Female,Uhunmwode,Idokpa,25-30,Christianity,Others,Married,Monogamous,Employed,Tertiary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television;Radio,No,No,No,To earn a better living
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Newspaper;Television,No,No,No,Unemployment
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,No,Yes,Yes,Hardship
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Employed,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Newspaper;Television;Radio,Yes,Yes,Yes,Poverty
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Newspaper;Television;Radio,Yes,Yes,Yes,Hardship
Female,Uhunmwode,Idokpa,25-30,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio,No,No,No,"Pressure from family
Poverty"
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Note Sure,Yes,Outside the Country,Yes,Yes,Television;Radio,No,Yes,Yes,There's no benefit in staying in Nigeria
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Polygamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Another State,Yes,Yes,Television;Radio,No,Yes,Not Sure,To change location
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Don't Know,No,Yes,Television,No,No,No,Business
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Student,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,Yes,Yes,Not Sure,Money
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television;Social Media,Yes,Yes,Yes,Educational purposes and to get a job
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Yoruba,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television,No,Yes,Not Sure,Bad economic condition of the country
Female,Uhunmwode,Idokpa,25-30,Christianity,Others,Single,Monogamous,Out of  School,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television,No,Yes,No,To hustle
Male,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Another State,Yes,Yes,Television;Radio,No,No,No,To make money
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Note Sure,Yes,Don't Know,Yes,Yes,Television;Radio,No,Not sure,No,Work
Male,Uhunmwode,Idokpa,25-30,Christianity,Yoruba,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,Yes,No,Television;Radio,No,No,No,To make money
Female,Uhunmwode,Idokpa,18-24,Christianity,Hausa,Married,Polygamous,Employed,Primary Education,Yes,No,No,Don't Know,No,No,Television;Radio,No,No,No,Not sure
Female,Uhunmwode,Idokpa,18-24,Islam,Hausa,Married,Polygamous,Self Employed/Business owner,No Formal Education,Yes,No,No,Don't Know,Yes,No,Television;Radio,No,No,No,Personal reasons
Female,Uhunmwode,Idokpa,18-24,Islam,Hausa,Single,Polygamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Social Media,No,Yes,Yes,For greener pastures
Male,Uhunmwode,Idokpa,25-30,Christianity,Yoruba,Single,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Another State,Yes,Yes,Television;Social Media,No,Not sure,No,Bad governance
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Don't Know,Don't Know,No,Yes,Television,No,No,No,Bad climate and low development in the country's economy
Male,Uhunmwode,Idokpa,31 and Above,Traditional religion,Edo,Married,Polygamous,Self Employed/Business owner,Primary Education,Yes,No,Yes,Outside the Country,No,Yes,Television;Radio,No,No,No,The country is not working
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio;Social Media,No,Yes,Not Sure,Bad economic condition of the state
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television,No,Yes,No,The country is poor and corrupt
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,Yes,No,Don't Know,Yes,No,Television,No,No,No,Money
Female,Uhunmwode,Idokpa,25-30,Islam,Hausa,Married,Polygamous,Self Employed/Business owner,Primary Education,Yes,No,No,Don't Know,No,No,Television;Radio,No,No,No,Don't know
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television,No,Yes,No,Poverty
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Others,Married,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Don't Know,Yes,No,Television,No,No,No,To make money
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Others,Divorced/Separated/Widowed,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,No,Television;Radio,No,Not sure,No,To find work
Male,Uhunmwode,Idokpa,25-30,Christianity,Others,Single,Polygamous,Unemployed,Secondary Education,Don't Know,Note Sure,No,Don't Know,No,No,Radio,No,No,No,The country is bad
Male,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,Not Sure,To provide for themselves and family 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Out of  School,Secondary Education,Yes,Yes,Don't Know,Don't Know,No,No,Social Media;Face to Face,No,No,No,For job and money 
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Don't Know,Don't Know,No,Yes,Radio,No,Not sure,Not Sure,To make quick money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Face to Face,No,No,No,To experience a new place 
Female,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Monogamous,Employed,Secondary Education,Yes,Note Sure,No,Don't Know,No,No,Television,No,No,No,Money 
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,No Formal Education,Don't Know,Note Sure,No,Don't Know,No,No,Radio;Face to Face,No,No,No,To live a better life 
Female,Uhunmwode,Idokpa,18-24,Christianity,Yoruba,Single,Monogamous,Student,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television,No,No,No,"For money, better job"
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television;Face to Face,No,No,No,School and work
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Primary Education,No,No,Don't Know,Don't Know,No,No,Radio,No,No,No,Money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Yoruba,Single,Monogamous,Student,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,No,No,Money
Female,Uhunmwode,Idokpa,25-30,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Social Media;Face to Face,No,Yes,Not Sure,To carter for themselves  
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Single,Polygamous,Employed,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Radio,No,No,Not Sure,Greener pasture 
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Single,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,No,To make endsmeet
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Social Media,No,No,No,Comfort 
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Polygamous,Unemployed,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Social Media;Face to Face,Yes,Yes,Yes,Poverty and lack of employment 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Employed,Secondary Education,Yes,No,No,Don't Know,No,No,Social Media,No,No,No,Bad government 
Male,Uhunmwode,Idokpa,25-30,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,Yes,Not Sure,Hunger 
Male,Uhunmwode,Idokpa,25-30,Christianity,Others,Single,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Social Media,Yes,No,Not Sure,The country is bad 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Employed,Secondary Education,No,No,No,Don't Know,No,No,Television,No,No,No,Because of money 
Male,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Unemployed,Secondary Education,Yes,Note Sure,No,Don't Know,No,No,Television,No,No,No,Nigeria hard
Male,Uhunmwode,Idokpa,25-30,Christianity,Others,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Radio,No,No,No,To live in a better country 
Male,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Employed,Secondary Education,No,Note Sure,No,Don't Know,No,No,Newspaper;Television;Face to Face,No,No,No,Money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Student,Secondary Education,Yes,No,No,Don't Know,No,No,Television,No,No,No,Make money and help their family 
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Out of  School,Secondary Education,Yes,Yes,Don't Know,Don't Know,No,No,Social Media;Face to Face,No,No,No,To work 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Radio,No,No,No,To make money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Face to Face,No,Not sure,Not Sure,To better their life and family 
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television;Radio,No,No,No,For money 
Female,Uhunmwode,Idokpa,25-30,Christianity,Yoruba,Single,Monogamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television,No,No,No,Poverty
Female,Uhunmwode,Idokpa,25-30,Christianity,Others,Married,Monogamous,Employed,Secondary Education,Yes,Note Sure,No,Don't Know,No,Yes,Radio,No,No,No,School and job
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Others,Married,Monogamous,Employed,Tertiary Education,Yes,Yes,No,Don't Know,No,No,Television;Radio,No,Not sure,Not Sure,To work
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,Not Sure,For better and good paying job 
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Polygamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television;Social Media,No,No,No,No job in Nigeria 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television;Face to Face,No,No,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Others,Single,Monogamous,Unemployed,Secondary Education,Yes,No,No,Don't Know,No,No,Television,No,No,No,Money
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,Not Sure,Suffering in Nigeria 
Female,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Monogamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television,No,No,No,
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,Yes,No,Bad government 
